case_url,page_title,article_label,article,paragraph,letter,article_category
https://gdprhub.eu/index.php?title=DSB_(Austria)_-_D130.206/0006-DSB/2019,DSB (Austria) - D130.206/0006-DSB/2019,15(3),15,3,,Article 3(3) GDPR
https://gdprhub.eu/index.php?title=Datatilsynet_(Denmark)_-_2019-31-2071,Datatilsynet (Denmark) - 2019-31-2071,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=FG_Berlin-Brandenburg_-_16_K_2059/21,FG Berlin-Brandenburg - 16 K 2059/21,15(3),15,3,,Article 12 GDPR
https://gdprhub.eu/index.php?title=FG_Berlin-Brandenburg_-_16_K_5148/20,FG Berlin-Brandenburg - 16 K 5148/20,15(3),15,3,,Article 2(1) GDPR
https://gdprhub.eu/index.php?title=FG_M%C3%BCnchen_-_Auskunftsanspruch_nach_Art._15_DSGVO,FG München - Auskunftsanspruch nach Art. 15 DSGVO,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=GHARL_-_200.332.312/01,GHARL - 200.332.312/01,15(3),15,3,,Article 12(1) GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_13/2025,HDPA (Greece) - 13/2025,15(3),15,3,,Article 4(12) GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_2/2020,HDPA (Greece) - 2/2020,15(3),15,3,,Article 12(4) GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_27/2024,HDPA (Greece) - 27/2024,15(3),15,3,,Article 5(1)(a) GDPR&pagefrom=DSB+(Austria)+-+2020-0.550.322#mw-pages
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_30/2024,HDPA (Greece) - 30/2024,15(3),15,3,,Article 5 GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_36/2023,HDPA (Greece) - 36/2023,15(3),15,3,,Article 5(1)(a) GDPR&pagefrom=DSB+(Austria)+-+2020-0.550.322#mw-pages
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_4/2020,HDPA (Greece) - 4/2020,15(3),15,3,,Article 5(2) GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_41/2019,HDPA (Greece) - 41/2019,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_47/2023,HDPA (Greece) - 47/2023,15(3),15,3,,Article 12(1) GDPR
https://gdprhub.eu/index.php?title=HmbBfDI_(Hamburg)_-_Anordnung_einer_Auskunftserteilung,HmbBfDI (Hamburg) - Anordnung einer Auskunftserteilung,15(3),15,3,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=HmbBfDI_(Hamburg)_-_Anweisung_zur_Erteilung_einer_Auskunft,HmbBfDI (Hamburg) - Anweisung zur Erteilung einer Auskunft,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=ICO_(UK)_-_Norfolk_County_Council,ICO (UK) - Norfolk County Council,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=ICO_(UK)_-_Plymouth_City_Council,ICO (UK) - Plymouth City Council,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=IDPC_(Malta)_-_CDP/COMP/344/2022,IDPC (Malta) - CDP/COMP/344/2022,15(3),15,3,,Article 4(7) GDPR
https://gdprhub.eu/index.php?title=IDPC_(Malta)_-_CDP/IMI/LSA/22/2021,IDPC (Malta) - CDP/IMI/LSA/22/2021,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=IDPC_(Malta)_-_COMP/138/2022,IDPC (Malta) - COMP/138/2022,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=IMY_(Sweden)_-_DI-2019-6696,IMY (Sweden) - DI-2019-6696,15(3),15,3,,Article 12(1) GDPR
https://gdprhub.eu/index.php?title=IMY_(Sweden)_-_IMY-2022-9442,IMY (Sweden) - IMY-2022-9442,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=LAG_D%C3%BCsseldorf_-_11_Sa_808/23,LAG Düsseldorf - 11 Sa 808/23,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=LG_Ellwangen_-_6_O_65/24,LG Ellwangen - 6 O 65/24,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=LG_Leipzig_-_03_O_1268/21,LG Leipzig - 03 O 1268/21,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=NAIH_(Hungary)_-_NAIH-2727-2/2022.,NAIH (Hungary) - NAIH-2727-2/2022.,15(3),15,3,,Article 5(1)(b) GDPR
https://gdprhub.eu/index.php?title=NAIH_(Hungary)_-_NAIH-5361-1/2022,NAIH (Hungary) - NAIH-5361-1/2022,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=OLG_Brandenburg_-_12_W_23/22,OLG Brandenburg - 12 W 23/22,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=OLG_Koblenz_-_10_U_1633/22,OLG Koblenz - 10 U 1633/22,15(3),15,3,,Article 12(5) GDPR
https://gdprhub.eu/index.php?title=OLG_K%C3%B6ln_-_20_U_295/21,OLG Köln - 20 U 295/21,15(3),15,3,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=OLG_M%C3%BCnchen_-_3_U_2906/20,OLG München - 3 U 2906/20,15(3),15,3,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=OLG_N%C3%BCrnberg_-_4_U_347/21,OLG Nürnberg - 4 U 347/21,15(3),15,3,,Article 12(5) GDPR
https://gdprhub.eu/index.php?title=OVG_M%C3%BCnster_-_16_A_1582/21,OVG Münster - 16 A 1582/21,15(3),15,3,,Article 12(5) GDPR
https://gdprhub.eu/index.php?title=Pers%C3%B3nuvernd_(Island)_-_2023030483,Persónuvernd (Island) - 2023030483,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Rb._Amsterdam_-_22/4916,Rb. Amsterdam - 22/4916,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Rb._Amsterdam_-_AWB_-_20_1863_-_AMS_20/1863,Rb. Amsterdam - AWB - 20 1863 - AMS 20/1863,15(3),15,3,,Article 4 GDPR
https://gdprhub.eu/index.php?title=Rb._Den_Haag_-_AWB_-_19_6782,Rb. Den Haag - AWB - 19 6782,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=Rb._Gelderland_-_C/05/404834_/_HA_ZA_22-245,Rb. Gelderland - C/05/404834 / HA ZA 22-245,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Rb._Midden-Nederland_-_UTR_20/1703,Rb. Midden-Nederland - UTR 20/1703,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=Rb._Noord-Holland_-_HAA_21/6573,Rb. Noord-Holland - HAA 21/6573,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Rb._Rotterdam_-_C/10/576074/HA_RK_19-694,Rb. Rotterdam - C/10/576074/HA RK 19-694,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Rb._Rotterdam_-_C/10/576091/HA_RK_19-701,Rb. Rotterdam - C/10/576091/HA RK 19-701,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Rb._Zeeland-West-Brabant_-_AWB-_20_5521,Rb. Zeeland-West-Brabant - AWB- 20 5521,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=RvS_-_202001436/1/A2,RvS - 202001436/1/A2,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=RvS_-_202002066/1/A3,RvS - 202002066/1/A3,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=RvS_-_202002834/1/A3,RvS - 202002834/1/A3,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=Svea_Hovr%C3%A4tt_-_T_10711-21,Svea Hovrätt - T 10711-21,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_1788/152/22,Tietosuojavaltuutetun toimisto (Finland) - 1788/152/22,15(3),15,3,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_3021/452/2017,Tietosuojavaltuutetun toimisto (Finland) - 3021/452/2017,15(3),15,3,,Article 5(1)(a) GDPR&pagefrom=HDPA+(Greece)+-+50/2021#mw-pages
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_3592/152/2019,Tietosuojavaltuutetun toimisto (Finland) - 3592/152/2019,15(3),15,3,,Article 12(1) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_6132/151/19,Tietosuojavaltuutetun toimisto (Finland) - 6132/151/19,15(3),15,3,,Article 12(5) GDPR
"https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_6633/182/2018,_6707/154/2018_and_7685/152/2020","Tietosuojavaltuutetun toimisto (Finland) - 6633/182/2018, 6707/154/2018 and 7685/152/2020",15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_8422/161/21,Tietosuojavaltuutetun toimisto (Finland) - 8422/161/21,15(3),15,3,,Article 12(1) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_8493/161/21,Tietosuojavaltuutetun toimisto (Finland) - 8493/161/21,15(3),15,3,,Article 5(1)(a) GDPR&pagefrom=HDPA+(Greece)+-+50/2021#mw-pages
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_TSV/12/2019,Tietosuojavaltuutetun toimisto (Finland) - TSV/12/2019,15(3),15,3,,Article 12(6) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_TSV/428/2022,Tietosuojavaltuutetun toimisto (Finland) - TSV/428/2022,15(3),15,3,,Article 12(1) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_TSV/91/2020,Tietosuojavaltuutetun toimisto (Finland) - TSV/91/2020,15(3),15,3,,Article 12(2) GDPR
https://gdprhub.eu/index.php?title=VDAI_(Lithuania)_-_3R-661,VDAI (Lithuania) - 3R-661,15(3),15,3,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=VG_Berlin_-_1_K_561/21,VG Berlin - 1 K 561/21,15(3),15,3,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=VG_Gelsenkirchen_-_20_K_6392/18,VG Gelsenkirchen - 20 K 6392/18,15(3),15,3,,Article 12(5) GDPR
https://gdprhub.eu/index.php?title=VG_Hamburg_-_21_K_1802/21,VG Hamburg - 21 K 1802/21,15(3),15,3,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=VG_Karlsruhe_-_7_K_2578/22,VG Karlsruhe - 7 K 2578/22,15(3),15,3,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=VG_Schwerin_-_1_A_1343/19_SN,VG Schwerin - 1 A 1343/19 SN,15(3),15,3,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=VUSRH_-_Us%C5%BE-670/21-2,VUSRH - Usž-670/21-2,15(3),15,3,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=AG_Frankfurt_am_Main_-_31_C_2043/22_(78),AG Frankfurt am Main - 31 C 2043/22 (78),15(4),15,4,,Article 4 GDPR
https://gdprhub.eu/index.php?title=ANSPDCP_(Romania)_-_Fine_against_Libra_Internet_Bank_SA,ANSPDCP (Romania) - Fine against Libra Internet Bank SA,15(4),15,4,,Article 12(2) GDPR
https://gdprhub.eu/index.php?title=BVwG_-_W101_2218962-1,BVwG - W101 2218962-1,15(4),15,4,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=BVwG_-_W176_2244407-1/18E,BVwG - W176 2244407-1/18E,15(4),15,4,,Article 15(4) GDPR
https://gdprhub.eu/index.php?title=CNIL_(France)_-_SAN-2020-056,CNIL (France) - SAN-2020-056,15(4),15,4,,Article 5(1)(a) GDPR
https://gdprhub.eu/index.php?title=Datatilsynet_(Denmark)_-_2019-31-2071,Datatilsynet (Denmark) - 2019-31-2071,15(4),15,4,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=Datatilsynet_(Norway)_-_21/02873,Datatilsynet (Norway) - 21/02873,15(4),15,4,,Article 3(1) GDPR
https://gdprhub.eu/index.php?title=GHARL_-_200.332.312/01,GHARL - 200.332.312/01,15(4),15,4,,Article 12(1) GDPR
https://gdprhub.eu/index.php?title=Garante_per_la_protezione_dei_dati_personali_(Italy)_-_10043600,Garante per la protezione dei dati personali (Italy) - 10043600,15(4),15,4,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_30/2024,HDPA (Greece) - 30/2024,15(4),15,4,,Article 5 GDPR
https://gdprhub.eu/index.php?title=LAG_Berlin-Brandenburg_-_5_Sa_1046/22,LAG Berlin-Brandenburg - 5 Sa 1046/22,15(4),15,4,,Article 12(5) GDPR
https://gdprhub.eu/index.php?title=LG_Traunstein_-_6_O_2465/23,LG Traunstein - 6 O 2465/23,15(4),15,4,,Article 5(2) GDPR&pagefrom=LfDI+(Baden-Württemberg)+-+0523.1-2/3#mw-pages
https://gdprhub.eu/index.php?title=Rb._Amsterdam_-_C/13/687315_/_HA_RK_20-207,Rb. Amsterdam - C/13/687315 / HA RK 20-207,15(4),15,4,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=Rb._Den_Haag_-_AWB_-_20_5680,Rb. Den Haag - AWB - 20 5680,15(4),15,4,,Article 13(1) GDPR
https://gdprhub.eu/index.php?title=Rb._Den_Haag_-_SGR_22/2863,Rb. Den Haag - SGR 22/2863,15(4),15,4,,Article 15(4) GDPR
https://gdprhub.eu/index.php?title=Rb._Limburg_-_ROE_19/259,Rb. Limburg - ROE 19/259,15(4),15,4,,Article 15(1) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_1788/152/22,Tietosuojavaltuutetun toimisto (Finland) - 1788/152/22,15(4),15,4,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_3021/452/2017,Tietosuojavaltuutetun toimisto (Finland) - 3021/452/2017,15(4),15,4,,Article 5(1)(a) GDPR&pagefrom=HDPA+(Greece)+-+50/2021#mw-pages
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_3075/182/2018,Tietosuojavaltuutetun toimisto (Finland) - 3075/182/2018,15(4),15,4,,Article 15(4) GDPR
https://gdprhub.eu/index.php?title=VG_Schwerin_-_1_A_1343/19_SN,VG Schwerin - 1 A 1343/19 SN,15(4),15,4,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202100300,AEPD (Spain) - EXP202100300,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00183/2022,AEPD (Spain) - PS/00183/2022,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=AKI_(Estonia)_-_14.02.2024,AKI (Estonia) - 14.02.2024,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=AKI_(Estonia)_-_2.1-3/20/172,AKI (Estonia) - 2.1-3/20/172,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=APD/GBA_(Belgium)_-_109/2024,APD/GBA (Belgium) - 109/2024,16,16,,,Article 4(11) GDPR
https://gdprhub.eu/index.php?title=APD/GBA_(Belgium)_-_140/2022,APD/GBA (Belgium) - 140/2022,16,16,,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=APD/GBA_(Belgium)_-_66/2021,APD/GBA (Belgium) - 66/2021,16,16,,,Article 4(3) GDPR
https://gdprhub.eu/index.php?title=APD/GBA_(Belgium)_-_79/2023,APD/GBA (Belgium) - 79/2023,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=BVerwG_-_6_C_7.20,BVerwG - 6 C 7.20,16,16,,,Article 5(2) GDPR
https://gdprhub.eu/index.php?title=BVwG_-_W176_2247074-1,BVwG - W176 2247074-1,16,16,,,Article 5 GDPR
https://gdprhub.eu/index.php?title=BVwG_-_W214_2254151-1,BVwG - W214 2254151-1,16,16,,,Article 4(7) GDPR
https://gdprhub.eu/index.php?title=BVwG_-_W256_2226003-1/5E,BVwG - W256 2226003-1/5E,16,16,,,Article 4 GDPR
https://gdprhub.eu/index.php?title=BVwG_-_W256_2275675-1,BVwG - W256 2275675-1,16,16,,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=BVwG_-_W258_2217446-1,BVwG - W258 2217446-1,16,16,,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=CA_-_22PA01320,CA - 22PA01320,16,16,,,Article 6(1)(e) GDPR
https://gdprhub.eu/index.php?title=CE_-_464445,CE - 464445,16,16,,,Article 4(7) GDPR
https://gdprhub.eu/index.php?title=CE_-_466856,CE - 466856,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=CJEU_-_C-247/23_-_Deldits,CJEU - C-247/23 - Deldits,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=CNIL_(France)_-_SAN-2021-014,CNIL (France) - SAN-2021-014,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Court_of_Appeal_of_Brussels_-_2019/AR/1006,Court of Appeal of Brussels - 2019/AR/1006,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Datatilsynet_(Norway)_-_20/01868,Datatilsynet (Norway) - 20/01868,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=Datatilsynet_(Norway)_-_20/01949,Datatilsynet (Norway) - 20/01949,16,16,,,Article 5 GDPR
https://gdprhub.eu/index.php?title=GHSHE_-_200.297.497_01,GHSHE - 200.297.497 01,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Garante_per_la_protezione_dei_dati_personali_(Italy)_-_10036837,Garante per la protezione dei dati personali (Italy) - 10036837,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=Garante_per_la_protezione_dei_dati_personali_(Italy)_-_10146249,Garante per la protezione dei dati personali (Italy) - 10146249,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Garante_per_la_protezione_dei_dati_personali_(Italy)_-_9485681,Garante per la protezione dei dati personali (Italy) - 9485681,16,16,,,Article 5 GDPR
https://gdprhub.eu/index.php?title=Garante_per_la_protezione_dei_dati_personali_(Italy)_-_9780409,Garante per la protezione dei dati personali (Italy) - 9780409,16,16,,,Article 5(2) GDPR
https://gdprhub.eu/index.php?title=Garante_per_la_protezione_dei_dati_personali_(Italy)_-_9938463,Garante per la protezione dei dati personali (Italy) - 9938463,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=HBDI_(Hesse)_-_62334_(IMI_Case),HBDI (Hesse) - 62334 (IMI Case),16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_26/2024,HDPA (Greece) - 26/2024,16,16,,,Article 2(3) GDPR
https://gdprhub.eu/index.php?title=HDPA_(Greece)_-_41/2019,HDPA (Greece) - 41/2019,16,16,,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=IDPC_(Malta)_-_CDP_COMP_583_2022,IDPC (Malta) - CDP COMP 583 2022,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=IDPC_(Malta)_-_CPD/COMP/282/2024,IDPC (Malta) - CPD/COMP/282/2024,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=IMY_(Sweden)_-_IMY_2023-8336,IMY (Sweden) - IMY 2023-8336,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=LG_Frankfurt_am_Main_-_2-03_O_48/19,LG Frankfurt am Main - 2-03 O 48/19,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=LSG_Hamburg_-_L_3_R_7/21,LSG Hamburg - L 3 R 7/21,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=NAIH_(Hungary)_-_NAIH/2020/193/8,NAIH (Hungary) - NAIH/2020/193/8,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=NAIH_(Hungary)_-_NAIH/2020/3479,NAIH (Hungary) - NAIH/2020/3479,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=OLG_Celle_-_13_U_84/19,OLG Celle - 13 U 84/19,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=OLG_Koln_-_15_U_45/23,OLG Koln - 15 U 45/23,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=OLG_K%C3%B6ln_-_15_U_45/23,OLG Köln - 15 U 45/23,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=OLG_N%C3%BCrnberg_-_3_U_383/25,OLG Nürnberg - 3 U 383/25,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=OLG_Stuttgart_-_4_U_484/20,OLG Stuttgart - 4 U 484/20,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=OLG_Stuttgart_-_4_U_49/23,OLG Stuttgart - 4 U 49/23,16,16,,,Article 4(1) GDPR
https://gdprhub.eu/index.php?title=Personvernnemnda_(Norway)_-_PVN-2023-04,Personvernnemnda (Norway) - PVN-2023-04,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Personvernnemnda_-_PVN-2023-06,Personvernnemnda - PVN-2023-06,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Personvernnemnda_-_PVN-2024-05,Personvernnemnda - PVN-2024-05,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Rb._Midden-Nederland_-_AWB_-_19_1687,Rb. Midden-Nederland - AWB - 19 1687,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Rb._Midden-Nederland_-_UTR_21/2729,Rb. Midden-Nederland - UTR 21/2729,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Rb._Midden-Nederland_-_UTR_24/4589,Rb. Midden-Nederland - UTR 24/4589,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=Rb._Noord-Holland_-_HAA_21/6573,Rb. Noord-Holland - HAA 21/6573,16,16,,,Article 15(3) GDPR
https://gdprhub.eu/index.php?title=Rb._Rotterdam_-_ROT_21/3636,Rb. Rotterdam - ROT 21/3636,16,16,,,Article 12 GDPR&pagefrom=HDPA+(Greece)+-+23/2020#mw-pages
https://gdprhub.eu/index.php?title=Rb._Rotterdam_-_ROT_22/1631,Rb. Rotterdam - ROT 22/1631,16,16,,,Article 15 GDPR&pagefrom=Garante+per+la+protezione+dei+dati+personali+(Italy)+-+10053211#mw-pages
https://gdprhub.eu/index.php?title=RvS_-_202001809/1/A3,RvS - 202001809/1/A3,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=RvS_-_202100213/1/A3,RvS - 202100213/1/A3,16,16,,,Article 12(3) GDPR
https://gdprhub.eu/index.php?title=TA_Luxembourg_-_46578,TA Luxembourg - 46578,16,16,,,Article 6(1) GDPR&pagefrom=BVwG+-+W176+2265088-1#mw-pages
https://gdprhub.eu/index.php?title=Tietosuojavaltuutetun_toimisto_(Finland)_-_9492/153/22,Tietosuojavaltuutetun toimisto (Finland) - 9492/153/22,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=VG_K%C3%B6ln_-_25_K_2138/19,VG Köln - 25 K 2138/19,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=VG_Stuttgart_-_4_K_836/21,VG Stuttgart - 4 K 836/21,16,16,,,Article 2 GDPR
https://gdprhub.eu/index.php?title=VGH_Baden-W%C3%BCrttemberg_-_1_S_397/19,VGH Baden-Württemberg - 1 S 397/19,16,16,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=VGH_M%C3%BCnchen_-_6_ZB_23.530,VGH München - 6 ZB 23.530,16,16,,,Article 5(1) GDPR
https://gdprhub.eu/index.php?title=VwGH_-_Ra_2023/04/0248,VwGH - Ra 2023/04/0248,16,16,,,Article 16 GDPR
https://gdprhub.eu/index.php?title=WSA_Kielce_-_I_SA/Ke_31/21,WSA Kielce - I SA/Ke 31/21,16,16,,,Article 15 GDPR&pagefrom=Garante+per+la+protezione+dei+dati+personali+(Italy)+-+10053211#mw-pages
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_E/05270/2018_%E2%80%93_E/08416/2018,AEPD (Spain) - E/05270/2018 – E/08416/2018,17,17,,,Article 6 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202103878,AEPD (Spain) - EXP202103878,17,17,,,Article 6(1) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202201987,AEPD (Spain) - EXP202201987,17,17,,,Article 15 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202202000,AEPD (Spain) - EXP202202000,17,17,,,Article 17 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202202937,AEPD (Spain) - EXP202202937,17,17,,,Article 12 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202203923,AEPD (Spain) - EXP202203923,17,17,,,Article 12 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202205791,AEPD (Spain) - EXP202205791,17,17,,,Article 17 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202301529,AEPD (Spain) - EXP202301529,17,17,,,Article 17 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202302929,AEPD (Spain) - EXP202302929,17,17,,,Article 6(1)(a) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202305732,AEPD (Spain) - EXP202305732,17,17,,,Article 6(1) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_EXP202315744,AEPD (Spain) - EXP202315744,17,17,,,Article 17 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PD-00207-2022,AEPD (Spain) - PD-00207-2022,17,17,,,Article 12 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00006/2022,AEPD (Spain) - PS/00006/2022,17,17,,,Article 12 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00051/2020,AEPD (Spain) - PS/00051/2020,17,17,,,Article 6(1)(a) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00101/2020,AEPD (Spain) - PS/00101/2020,17,17,,,Article 6 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00119/2021,AEPD (Spain) - PS/00119/2021,17,17,,,Article 6(1) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00140/2020,AEPD (Spain) - PS/00140/2020,17,17,,,Article 6(1)(a) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00220/2020,AEPD (Spain) - PS/00220/2020,17,17,,,Article 5(1)(d) GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00223/2021,AEPD (Spain) - PS/00223/2021,17,17,,,Article 17 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00239/2022,AEPD (Spain) - PS/00239/2022,17,17,,,Article 15 GDPR
https://gdprhub.eu/index.php?title=AEPD_(Spain)_-_PS/00273/2020,AEPD (Spain) - PS/00273/2020,17,17,,,Article 17 GDPR
