file_name,source_path,category,jurisdiction,entity_name,title,authority,court,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,parties,national_case_number_name,european_case_law_identifier,appeal,appeal_from,appeal_to,original_languages,original_source
MT_GHSHE_-_200.290.520_01.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_GHSHE_-_200.290.520_01.md,courts,Netherlands,GHSHE (Netherlands),GHSHE - 200.290.520 01,,GHSHE (Netherlands),Article 12(1) GDPRArticle 15 GDPR,"12,15",,,,2021-07-15,2021-07-27,,,200.290.520_01,ECLI:NL:GHSHE:2021:2252,,Rb. Limburg (Netherlands)C/03/267045 / HA RK 19-162,,Dutch,Rechtspraak.nl (in Dutch)
MT_Tietosuojavaltuutetun_toimisto_Finland_-_4282_161_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Tietosuojavaltuutetun_toimisto_Finland_-_4282_161_21.md,authorities,Finland,Tietosuojavaltuutetun toimisto (Finland),Tietosuojavaltuutetun toimisto (Finland) - 4282/161/21,Tietosuojavaltuutetun toimisto (Finland),,Article 5(1)(f) GDPRArticle 17(1) GDPRArticle 25(1) GDPRArticle 32(1) GDPRArticle 32(2) GDPRArticle 58(2)(b) GDPRArticle 58(2)(d) GDPRArticle 83 GDPR,"17,25,32,83",Investigation,Violation Found,2019-09-30,2021-12-16,2022-01-27,6500 EUR,n/a,4282/161/21,n/a,Not appealed,,,Finnish,Finlex (in FI)
MT_APD_GBA_Belgium_-_21_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_21_2022.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_DSB_Austria_-_2021-0.410.237.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_DSB_Austria_-_2021-0.410.237.md,authorities,Austria,DSB (Austria),DSB (Austria) - 2021-0.410.237,DSB (Austria),,Article 9(2)(i) GDPR§ 19 4. COVID-19-SchuMaV§ 6(1) DSG,,Complaint,Rejected,,2021-08-09,2022-04-11,None,n/a,2021-0.410.237,ECLI:AT:DSB:2021:2021.0.410.237,n/a,,,German,Rechtsinformationssystem des Bundes (RIS) (in DE)
MT_CNPD_Luxembourg_-_Délibération_n_6FR_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CNPD_Luxembourg_-_Délibération_n_6FR_2023.md,authorities,Luxembourg,CNPD (Luxembourg),CNPD (Luxembourg) - Délibération n° 6FR/2023,CNPD (Luxembourg),,Article 31 GDPRArticle 32 GDPR,"31,32",Complaint,Upheld,,2023-07-05,,"5,330 EUR",n/a,6FR/2023,n/a,n/a,,,French,CNPD (in FR)
MT_Datatilsynet_Denmark_-_2020-442-8099.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Denmark_-_2020-442-8099.md,authorities,Denmark,Datatilsynet (Denmark),Datatilsynet (Denmark) - 2020-442-8099,Datatilsynet (Denmark),,Article 32(1) GDPR,32,Investigation,Violation Found,,2022-04-21,2022-05-16,n/a,Finanstilsynet,2020-442-8099,n/a,n/a,,,Danish,Datatilsynet (in DA)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9897055.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9897055.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9897055,Garante per la protezione dei dati personali (Italy),,Article 5 GDPRArticle 139 Civil Code,5,Investigation,Violation Found,2023-01-18,2023-04-13,2023-04-13,"15,000.00 EUR",Citynews S.p.A.,9897055,n/a,Unknown,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_ANSPDCP_Romania_-_Prestige_Media_PHG_SRL.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Prestige_Media_PHG_SRL.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Prestige Media PHG SRL,ANSPDCP (Romania),,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 6 GDPR,"5,6",Complaint,Upheld,,,2022-11-08,"5,000 EUR",Prestige Media PHG SRL,Prestige Media PHG SRL,n/a,Unknown,,,Romanian,ANSPDCP (in RO)
MT_NAIH_Hungary_-_NAIH_2020_66_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_66_21.md,authorities,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/66/21,NAIH (Hungary),,Article 25(1) GDPRArticle 25(2) GDPRArticle 32(1)(b) GDPRArticle 34(1) GDPR,"25,34",Complaint,Upheld,,2020-12-09,2020-12-16,20500000 HUF,„ROBINSON-TOURS” Tourism and Service Ltd.Next Time Media Agency Ltd.,NAIH / 2020/66/21,n/a,n/a,,,Hungarian,NAIH (Hungary) (in HU)
MT_AEPD_Spain_-_EXP202200436.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202200436.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202200436,AEPD (Spain),,Article 6(1) GDPR,6,Complaint,Upheld,,,,3000 EUR,n/a,PS-00203-2022,n/a,n/a,,,Spanish,AEPD (in ES)
MT_Rb._Overijssel_-_AK_20_1535.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Overijssel_-_AK_20_1535.md,courts,Netherlands,Rb. Overijssel (Netherlands),Rb. Overijssel - AK 20 1535,,Rb. Overijssel (Netherlands),Article 17(1)(a) GDPRArticle 17(3)(b) GDPRArticle 82 GDPRArticle 82(1) GDPRArticle 2.3 of the Youth ActThe Archives ActArticle 6:106 of the Dutch Civil Code,82,,,,2021-05-31,2021-06-08,,The municipal executive of Almelo municipalityThe Mother of the affected child (anonymized),ak_20_1535,ECLI:NL:RBOVE:2021:2264,,,Unknown,Dutch,Court ruling (in Dutch)
MT_AEPD_Spain_-_EXP202205353.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205353.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202205353,AEPD (Spain),,Article 5(1)(f) GDPRArticle 32 GDPR,32,Complaint,Upheld,2022-04-15,2023-04-28,2023-04-28,"3,000 EUR",n/a,PS/00353/2022,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_BfDI_Germany_-_17.02.2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BfDI_Germany_-_17.02.2021.md,authorities,Germany,BfDI (Germany),BfDI (Germany) - 17.02.2021,BfDI (Germany),,Article 6 GDPRArticle 21 GDPRArticle 16 Regulation on Privacy and Electronic Communications§ 102 (2) TKG§ 149 (1) Nr. 17 (e) TKG§ 20 UWG§ 7 UWG,"6,21",Complaint,Upheld,,,2021-02-17,260000 EUR,n/a,KiKxxl GmbH,n/a,Pending appealAG Bonn (Germany),,,German,bundesnetzagentur.de (in DE)
MT_ANSPDCP_Romania_-_S.P.E.E.H._Hidroelectrica_SA.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_S.P.E.E.H._Hidroelectrica_SA.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - S.P.E.E.H. Hidroelectrica SA,ANSPDCP (Romania),,Article 25(1) GDPRArticle 25(2) GDPRArticle 33 GDPR,"25,33",Investigation,Violation Found,,,2025-01-31,"74,562 RON",S.P.E.E.H. Hidroelectrica SA,S.P.E.E.H. Hidroelectrica SA,n/a,Unknown,,,Romanian,S.P.E.E.H. Hidroelectrica SA (in RO)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9837981.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9837981.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9837981,Garante per la protezione dei dati personali (Italy),,Article 6(1) GDPRArticle 12 GDPRArticle 17 GDPRArticle 58 GDPRArticle 83 GDPR,"6,12,17,58,83",Complaint,Upheld,2020-12-22,2022-11-10,2023-01-10,10000 EUR,n/a,9837981,n/a,Unknown,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_UODO_Poland_-_DKN.5112.5.2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_UODO_Poland_-_DKN.5112.5.2021.md,authorities,Poland,UODO (Poland),UODO (Poland) - DKN.5112.5.2021,UODO (Poland),,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 6(1) GDPRArticle 9(2)(a) GDPR,"5,6",Investigation,Violation Found,,2022-11-30,,"9,738 EUR",n/a,DKN.5112.5.2021,n/a,Unknown,,,Polish,UODO (in PL)
MT_Tietosuojavaltuutetun_toimisto_Finland_-_8393_161_2019.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Tietosuojavaltuutetun_toimisto_Finland_-_8393_161_2019.md,authorities,Finland,Tietosuojavaltuutetun toimisto (Finland),Tietosuojavaltuutetun toimisto (Finland) - 8393/161/2019,Tietosuojavaltuutetun toimisto (Finland),,Article 5(1)(c) GDPRArticle 5(2) GDPRArticle 6(1)(f) GDPRArticle 12 GDPRArticle 13(2)(d) GDPRArticle 13(2)(e) GDPRArticle 26 GDPRArticle 30 GDPRArticle 35 GDPR,"5,12,26,30,35",Investigation,Violation Found,,2020-05-26,,72000 EUR,Taksi Helsinki,8393/161/2019,n/a,n/a,,,FinnishEnglish,tietosuoja.fi (in FI)tietosuoja.fi (press release) (in EN)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9435753.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9435753.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9435753,Garante per la protezione dei dati personali (Italy),,Article 5(1) GDPRArticle 5(2) GDPRArticle 6(1)(a) GDPRArticle 7 GDPRArticle 12(1) GDPRArticle 12(2) GDPRArticle 24 GDPRArticle 25 GDPRArticle 58(2)(f) GDPRArticle 58(2)(d) GDPRArticle 58(2)(i) GDPRArticle 83(2) GDPRArticle 83(4)(a) GDPRArticle 83(5) GDPRArticle 83(5)(a) GDPRArticle 130 Codice Privacy,"5,7,12,24,25,83",Complaint,Upheld,,2020-07-09,2020-07-13,16729600 EUR,Wind Tre SpA,9435753,n/a,n/a,,,Italian,Garante (in IT)
MT_HDPA_Greece_-_8_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_HDPA_Greece_-_8_2021.md,authorities,Greece,HDPA (Greece),HDPA (Greece) - 8/2021,HDPA (Greece),,Article 4(7) GDPR,4,Complaint,Upheld,,2020-12-02,2021-04-16,2000,n/a,8,n/a,n/a,,,GreekGreek,Αρχή Προστασίας Προσωπικών Δεδομένων (in EL)Αρχή Προστασίας Προσωπικών Δεδομένων (in EL)
MT_Rb._Amsterdam_-_ECLI_NL_RBAMS_2023_6456.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Amsterdam_-_ECLI_NL_RBAMS_2023_6456.md,courts,Netherlands,Rb. Amsterdam (Netherlands),Rb. Amsterdam - ECLI:NL:RBAMS:2023:6456,,Rb. Amsterdam (Netherlands),Article 17 GDPRArticle 21 GDPR,"17,21",,,,2023-10-26,2023-11-02,,ING Bank,ECLI:NL:RBAMS:2023:6456,ECLI:NL:RBAMS:2023:6456,,,,Dutch,de Rechtspraak (in Dutch)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10103672.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10103672.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10103672,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 5(1)(d) GDPRArticle 6(1)(a) GDPRArticle 6(3) GDPRArticle 24 GDPR,"6,24",Complaint,Upheld,,,,"40,000 EUR",Agenzia delle Entrate,10103672,n/a,Unknown,,,Italian,Garante (in IT)
MT_AEPD_Spain_-_PS_00261_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00261_2020.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00261/2020,AEPD (Spain),,Article 5(1)(c) GDPRArticle 12 GDPR,12,Complaint,Upheld,,2021-06-03,2021-06-07,26000 EUR,RADIOTELEVISIÓN DEL PRINCIPADO DE ASTURIAS,PS/00261/2020,n/a,n/a,,,Spanish,AEPD (in ES)
MT_APD_GBA_Belgium_-_99_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_99_2023.md,authorities,Belgium,APD/GBA (Belgium),APD/GBA (Belgium) - 99/2023,APD/GBA (Belgium),,Article 5(1)(c) GDPRArticle 6(1) GDPRArticle 6(1)(c) GDPRArticle 17(1)(d) GDPRArticle 17(3) GDPR,"6,17",Complaint,Upheld,2023-05-25,2023-07-13,,n/a,n/a,99/2023,n/a,n/a,,,French,Autorité de protection des données (in FR)
MT_Datatilsynet_Denmark_-_2018-41-0013.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Denmark_-_2018-41-0013.md,authorities,Denmark,Datatilsynet (Denmark),Datatilsynet (Denmark) - 2018-41-0013,Datatilsynet (Denmark),,Article 4(11) GDPRArticle 6(1)(a) GDPRArticle 7(1) GDPRArticle 9(1) GDPRArticle 9(2)(a) GDPRArticle 32(1) GDPR,"4,7,9,32",Investigation,Violation Found,,2021-09-21,,None,Dating.dk ApS,2018-41-0013,n/a,Unknown,,,Danish,Datatilsynet.dk (in DA)
MT_Commissioner_Cyprus_-_11.17.001.010.064.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Commissioner_Cyprus_-_11.17.001.010.064.md,authorities,Cyprus,Commissioner (Cyprus),Commissioner (Cyprus) - 11.17.001.010.064,Commissioner (Cyprus),,Article 5(1)(f) GDPRArticle 24(1) GDPRArticle 32 GDPR,"24,32",Complaint,Upheld,2022-04-11,2022-09-21,2022-11-16,5000 EUR,n/a,11.17.001.010.064.,n/a,n/a,,,Greek,dataprotection.gov.cy (in EL)
MT_CE_-_N_432656.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_432656.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_AEPD_Spain_-_EXP202209077.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202209077.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202209077,AEPD (Spain),,Article 5(1)(f) GDPR,,Complaint,Upheld,2022-07-15,2025-04-08,2025-04-08,3000 EUR,All About Water SL,EXP202209077,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_BVwG_-_W245_2239715-1.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W245_2239715-1.md,courts,Austria,BVwG (Austria),BVwG - W245 2239715-1,,BVwG (Austria),Article 6 GDPRArticle 17 GDPR,"6,17",,,,2022-06-29,2022-08-26,,unknown data subject (complainant before the DSB)unknown credit reference agency (respondent before the DSB)Austrian Data Protection Authority (DSB),W245 2239715-1,ECLI:AT:BVWG:2022:W245.2239715.1.00,,DSB (Austria)2020-0.779.574 (DSB-D124.2275),Unknown,German,Rechtsinformationssystem des Bundes (in German)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10052798.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10052798.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10052798,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 58(2) GDPRArticle 83 GDPRArticle 137Article 50Article 52,"58,83",Complaint,Upheld,2023-06-27,2024-09-13,2024-09-13,"10,000 EUR",Nomodidattica S.r.l. (owner of the Moltocomuni website),10052798,n/a,Unknown,,,Italian,Garante (in IT)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10013391.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10013391.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10013391,Garante per la protezione dei dati personali (Italy),,Article 37(1) GDPRArticle 37(7) GDPRArticle 38(2) GDPRArticle 38(6) GDPRArticle 17 of Regulation No. 1/2019Provisions n. 186,"37,38",Investigation,Violation Found,,,2024-04-11,"6,000 EUR",n/a,10013391,n/a,Unknown,,,Italian,Garante per la protezioni dei dati personali (in IT)
MT_Rb._Midden-Nederland_-_UTR_21_2957.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Midden-Nederland_-_UTR_21_2957.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_Tallinna_Ringkonnakohus_-_2-22-11979.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Tallinna_Ringkonnakohus_-_2-22-11979.md,courts,Estonia,Tallinna Ringkonnakohus (Estonia),Tallinna Ringkonnakohus - 2-22-11979,,Tallinna Ringkonnakohus (Estonia),Article 6(1)(f) GDPR,,,,,2024-04-18,,,AS ÜhisteenusedJulianus Inkasso OÜentered,2-22-11979,,,Harju Maakohtu (Estonia)Harju Maakohtu 28.11.2023 otsus,Unknown,Estonian,Tallinn Circuit Court (in Estonian)
MT_Datatilsynet_Norway_-_20_01916.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Norway_-_20_01916.md,authorities,Norway,Datatilsynet (Norway),Datatilsynet (Norway) - 20/01916,Datatilsynet (Norway),,Article 6(1)(f) GDPRArticle 13 GDPRArticle 24 GDPR§§2-3 Forskrift om arbeidsgivers innsyn i e-postkasse og annet elektronisk lagret materiale,"13,24",Investigation,Violation Found,,2021-02-05,2021-03-02,250000 NOK,Excempt from public disclosure,DT-20/01916,n/a,n/a,,,Norwegian,Datatilsynet (in NO)
MT_VDAI_Lithuania_-_3R-537.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_VDAI_Lithuania_-_3R-537.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_APD_GBA_Belgium_-_79_2025.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_79_2025.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_Datainspektionen_-_DI-2018-9274.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datainspektionen_-_DI-2018-9274.md,authorities,Sweden,Datainspektionen (Sweden),Datainspektionen - DI-2018-9274,Datainspektionen (Sweden),,Article 5(1)(b) GDPRArticle 5(1)(a) GDPRArticle 6 GDPRArticle 9 GDPRArticle 10 GDPRArticle 17 GDPR,"6,9,10,17",Investigation,Violation Found,,2020-03-10,2020-03-10,75000000 SEK,n/a,DI-2018-9274,n/a,Not appealed,,,Swedish,Datainspektionen (in SV)
MT_AEPD_Spain_-_EXP202204881.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204881.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202204881,AEPD (Spain),,Article 6(1) GDPR,6,Complaint,Upheld,2022-04-03,,2023-07-18,70000 EUR,DIGI SPAIN TELECOMA.A.A.,00636-2022,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9993105.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9993105.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9993105,Garante per la protezione dei dati personali (Italy),,Article 5(1)(c) GDPRArticle 12 GDPRArticle 17 GDPRArticle 17(3)(e) GDPR,"12,17",Complaint,Upheld,2021-08-03,2024-01-24,2024-03-12,"15,000 EUR",MP1 s.r.l.,9993105,n/a,n/a,,,Maltese,Garante per la protezione dei dati personali (in MT)
MT_Datatilsynet_Norway_-_21_03823-45.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Norway_-_21_03823-45.md,authorities,Norway,Datatilsynet (Norway),Datatilsynet (Norway) - 21/03823-45,Datatilsynet (Norway),,Article 24(1) GDPRArticle 24(2) GDPRArticle 37 GDPRArticle 38 GDPRArticle 39 GDPR,"24,37,38,39",Complaint,Upheld,2021-11-26,2025-03-10,2025-03-17,"4,000,000 NOK",Telenor ASA,21/03823-45,n/a,Unknown,,,English,Datatilsynet (in EN)
MT_AEPD_Spain_-_EXP202105693.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202105693.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202105693,AEPD (Spain),,Article 6(1) GDPRArticle 83(1) GDPRArticle 83(2) GDPR§72.1(b) LOPDGDD,"6,83",Investigation,Violation Found,2021-10-26,,2022-10-04,24.000 EUR,n/a,PS-00275-2022,n/a,n/a,,,Spanish,AEPD (in ES)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9754355.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9754355.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9754355,Garante per la protezione dei dati personali (Italy),,Article 5(1)(f) GDPRArticle 9 GDPR,9,Investigation,Violation Found,,2022-02-10,2022-03-17,3500 EUR,L’Azienda socio sanitaria territoriale Melegnano e della Martesana - A.S.S.T.,9754355,n/a,n/a,,,Italian,Garante per la Protezione dei Dati Personali (in IT)
MT_AEPD_Spain_-_EXP202204631.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204631.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_BVwG_-_W214_2230473-1.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W214_2230473-1.md,courts,Austria,BVwG (Austria),BVwG - W214 2230473-1,,BVwG (Austria),Article 6 GDPRArticle 57(1)(f) GDPRArticle 133 (4) B-VG§1(1) DSG§12 DSG§24 DSG,6,,,,2020-09-25,,,,W214 2230473-1,,,DSB (Austria)Zl DSB-D123.386 2020-0.176.784,,German,Rechtsinformationssystem des Bundes (in German)
MT_ANSPDCP_Romania_-_Fine_against_Concordia_Capital_IFN_S.A..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_Concordia_Capital_IFN_S.A..md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against Concordia Capital IFN S.A.,ANSPDCP (Romania),,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 5(2) GDPRArticle 6 GDPRArticle 5 Law no. 190/2018,"5,6",Investigation,Violation Found,,,2022-05-04,4000 EUR,Concordia Capital IFN S.A.,Fine against Concordia Capital IFN S.A.,n/a,Unknown,,,Romanian,ANSPDCP (in RO)
MT_OLG_Frankfurt_-_6_W_19_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Frankfurt_-_6_W_19_20.md,courts,Germany,OLG Frankfurt (Germany),OLG Frankfurt - 6 W 19/20,,OLG Frankfurt (Germany),Article 6(1)(e) GDPRArticle 79 GDPR,79,,,,2020-02-19,,,Αnonymous,6 W 19/20,ECLI:DE:OLGHE:2020:0219.6W19.20.00,,LG Frankfurt (Germany),,German,Bürgerservice Hessenrecht (in German)
MT_Cass._-_21-20.979.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass._-_21-20.979.md,courts,France,Cour de Cassation (France),Cass. - 21-20.979,,Cour de Cassation (France),Article 5(1)(c) GDPRArticle 6 GDPR,6,,,,2024-10-03,,,,21-20.979,ECLI:FR:CCASS:2024:C200859,,Cour d'appel de Caen,Unknown,French,Legifrance (in French)
MT_EWHC_QB_-_Sanso_Rondon_v_LexisNexis_Risk_Solutions_UK_Ltd.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_EWHC_QB_-_Sanso_Rondon_v_LexisNexis_Risk_Solutions_UK_Ltd.md,courts,United Kingdom,EWHC (UK),EWHC (QB) - Sanso Rondon v LexisNexis Risk Solutions UK Ltd,,EWHC (UK),Article 2 GDPRArticle 3 GDPRArticle 27 GDPRArticle 79 GDPRArticle 80 GDPR,"2,3,27,79,80",,,,2021-05-28,,,MR BALDO SANSÓ RONDÓNLEXISNEXIS RISK SOLUTIONS UK LIMITED,Sanso Rondon v LexisNexis Risk Solutions UK Ltd (2021) EWHC 1427 (QB) (28 May 2021) QB-2020-002788,,,,Unknown,English,BAILII (in English)
MT_Persónuvernd_Iceland_-_2022050940.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_Iceland_-_2022050940.md,authorities,Iceland,Persónuvernd (Iceland),Persónuvernd (Iceland) - 2022050940,Persónuvernd (Iceland),,Article 5(1) GDPRArticle 6 GDPRArticle 15 GDPRArticle 35 GDPR,"5,6,15,35",Investigation,Violation Found,2022-05-18,2023-03-28,,n/a,Icelandair,2022050940,n/a,Unknown,,,Icelandic,Persónuvernd (in IS)
MT_AEPD_Spain_-_PS_00390_2019.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00390_2019.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00390/2019,AEPD (Spain),,Article 32 GDPRArticle 83(4) GDPR,"32,83",Complaint,Upheld,,,2020-06-09,2000 EUR,n/a,PS/00390/2019,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_AEPD_Spain_-_EXP202303035.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202303035.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202303035,AEPD (Spain),,Article 6(1) GDPR,6,Complaint,Upheld,2023-01-20,2025-01-03,2025-01-09,"50,000 EUR",Banco Pichincha,EXP202303035,n/a,n/a,,,Spanish,AEPD (in ES)
MT_APD_GBA_Belgium_-_02_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_02_2021.md,authorities,Belgium,APD/GBA (Belgium),APD/GBA (Belgium) - 02/2021,APD/GBA (Belgium),,Article 6 GDPRArticle 20 GDPRArticle 21 GDPR,"6,20,21",Complaint,Partly Upheld,,2021-01-12,2021-01-12,10000 EUR,n/a,02/2021,n/a,Unknown,,,Dutch,APD/BGA (in NL)
